lr-Adam,step,val_loss,val_acc,epoch,train_loss
0.001,170,,,,
,171,0.15236446261405945,96.6887435913086,85,
0.001,172,,,,
,173,0.14915984869003296,96.6887435913086,86,
0.001,174,,,,
,175,0.15170568227767944,96.35761260986328,87,
0.001,176,,,,
,177,0.15144801139831543,96.35761260986328,88,
0.001,178,,,,
,179,0.1529323309659958,96.35761260986328,89,
0.001,180,,,,
,181,0.156026691198349,96.0264892578125,90,
0.001,182,,,,
,183,0.1516488641500473,96.0264892578125,91,
0.001,184,,,,
,185,0.15020105242729187,96.0264892578125,92,
0.001,186,,,,
,187,0.154390349984169,96.0264892578125,93,
0.001,188,,,,
,189,0.14679661393165588,96.0264892578125,94,
0.001,190,,,,
,191,0.14666740596294403,96.0264892578125,95,
0.001,192,,,,
,193,0.15621881186962128,96.0264892578125,96,
0.001,194,,,,
,195,0.1428956240415573,96.35761260986328,97,
0.001,196,,,,
,197,0.14169837534427643,96.0264892578125,98,
0.001,198,,,,
,199,,,99,0.19305181503295898
,199,0.14833785593509674,96.0264892578125,99,
0.001,200,,,,
,201,0.1420152187347412,96.0264892578125,100,
0.001,202,,,,
,203,0.1418871432542801,96.0264892578125,101,
0.001,204,,,,
,205,0.148729607462883,96.0264892578125,102,
0.001,206,,,,
,207,0.13936549425125122,96.35761260986328,103,
0.001,208,,,,
,209,0.1406591832637787,96.0264892578125,104,
0.001,210,,,,
,211,0.14325925707817078,96.0264892578125,105,
0.001,212,,,,
,213,0.14182297885417938,96.0264892578125,106,
0.001,214,,,,
,215,0.1430063545703888,96.0264892578125,107,
0.001,216,,,,
,217,0.14689582586288452,96.0264892578125,108,
0.001,218,,,,
,219,0.14060737192630768,96.0264892578125,109,
0.001,220,,,,
,221,0.13799452781677246,96.0264892578125,110,
0.001,222,,,,
,223,0.1409052610397339,96.0264892578125,111,
0.001,224,,,,
,225,0.13892535865306854,96.0264892578125,112,
0.001,226,,,,
,227,0.13862475752830505,96.0264892578125,113,
0.001,228,,,,
,229,0.1485467553138733,96.0264892578125,114,
0.001,230,,,,
,231,0.13667818903923035,96.0264892578125,115,
0.001,232,,,,
,233,0.13487011194229126,96.0264892578125,116,
0.001,234,,,,
,235,0.14328429102897644,96.0264892578125,117,
0.001,236,,,,
,237,0.14111530780792236,96.0264892578125,118,
0.001,238,,,,
,239,0.13556602597236633,96.35761260986328,119,
0.001,240,,,,
,241,0.13697285950183868,96.0264892578125,120,
0.001,242,,,,
,243,0.14167872071266174,96.0264892578125,121,
0.001,244,,,,
,245,0.13493351638317108,96.0264892578125,122,
0.001,246,,,,
,247,0.13436895608901978,96.0264892578125,123,
0.001,248,,,,
,249,,,124,0.1415175497531891
,249,0.1444711536169052,95.69536590576172,124,
0.001,250,,,,
,251,0.13344088196754456,96.35761260986328,125,
0.001,252,,,,
,253,0.13271892070770264,96.35761260986328,126,
0.001,254,,,,
,255,0.13932767510414124,95.69536590576172,127,
0.001,256,,,,
,257,0.13291455805301666,96.0264892578125,128,
0.001,258,,,,
,259,0.1340695172548294,96.0264892578125,129,
0.001,260,,,,
,261,0.14185942709445953,96.0264892578125,130,
0.001,262,,,,
,263,0.13436897099018097,96.0264892578125,131,
0.001,264,,,,
,265,0.1351238191127777,96.0264892578125,132,
0.001,266,,,,
,267,0.13420580327510834,96.0264892578125,133,
0.001,268,,,,
,269,0.132608100771904,96.0264892578125,134,
0.001,270,,,,
,271,0.13253556191921234,96.0264892578125,135,
0.001,272,,,,
,273,0.13556602597236633,96.0264892578125,136,
0.001,274,,,,
,275,0.13494335114955902,96.0264892578125,137,
0.001,276,,,,
,277,0.132405087351799,96.0264892578125,138,
0.001,278,,,,
,279,0.13367466628551483,96.0264892578125,139,
0.001,280,,,,
,281,0.13386966288089752,96.0264892578125,140,
0.001,282,,,,
,283,0.1322050243616104,96.0264892578125,141,
0.001,284,,,,
,285,0.13887107372283936,95.69536590576172,142,
0.001,286,,,,
,287,0.13170163333415985,96.0264892578125,143,
0.001,288,,,,
,289,0.13999196887016296,95.69536590576172,144,
0.001,290,,,,
,291,0.1329338550567627,96.0264892578125,145,
0.001,292,,,,
,293,0.13216230273246765,96.35761260986328,146,
0.001,294,,,,
,295,0.13871870934963226,95.69536590576172,147,
0.001,296,,,,
,297,0.1318366825580597,96.0264892578125,148,
0.001,298,,,,
,299,,,149,0.19836640357971191
,299,0.12965679168701172,96.35761260986328,149,
0.001,300,,,,
,301,0.13560988008975983,95.69536590576172,150,
0.001,302,,,,
,303,0.13377363979816437,95.69536590576172,151,
0.001,304,,,,
,305,0.13189615309238434,95.69536590576172,152,
0.001,306,,,,
,307,0.13443052768707275,95.69536590576172,153,
0.001,308,,,,
,309,0.13633647561073303,95.69536590576172,154,
0.001,310,,,,
,311,0.13068629801273346,96.0264892578125,155,
0.001,312,,,,
,313,0.13138502836227417,96.0264892578125,156,
0.001,314,,,,
,315,0.1343943327665329,96.35761260986328,157,
0.001,316,,,,
,317,0.12632274627685547,96.0264892578125,158,
0.001,318,,,,
,319,0.12530425190925598,96.35761260986328,159,
0.001,320,,,,
,321,0.13501209020614624,96.35761260986328,160,
0.001,322,,,,
,323,0.12963980436325073,95.69536590576172,161,
0.001,324,,,,
,325,0.12833727896213531,96.0264892578125,162,
0.001,326,,,,
,327,0.13056738674640656,95.69536590576172,163,
0.001,328,,,,
,329,0.12630513310432434,96.0264892578125,164,
0.001,330,,,,
,331,0.1251266747713089,96.0264892578125,165,
0.001,332,,,,
,333,0.13083942234516144,96.35761260986328,166,
0.001,334,,,,
,335,0.124759241938591,96.0264892578125,167,
0.001,336,,,,
,337,0.13424988090991974,95.69536590576172,168,
0.001,338,,,,
,339,0.1255856156349182,96.0264892578125,169,
0.001,340,,,,
,341,0.12685447931289673,95.69536590576172,170,
0.001,342,,,,
,343,0.149570032954216,94.37085723876953,171,
0.001,344,,,,
,345,0.13004571199417114,96.6887435913086,172,
0.001,346,,,,
,347,0.13095030188560486,95.69536590576172,173,
0.001,348,,,,
,349,,,174,0.15845037996768951
,349,0.13668164610862732,95.3642349243164,174,
0.001,350,,,,
,351,0.1266804337501526,96.0264892578125,175,
0.001,352,,,,
,353,0.13132049143314362,95.69536590576172,176,
0.001,354,,,,
,355,0.1353684961795807,96.35761260986328,177,
0.001,356,,,,
,357,0.12639978528022766,96.35761260986328,178,
0.0005,358,,,,
,359,0.12930940091609955,96.0264892578125,179,
0.0005,360,,,,
,361,0.13636338710784912,96.0264892578125,180,
0.0005,362,,,,
,363,0.1298362761735916,96.0264892578125,181,
0.0005,364,,,,
,365,0.1266084611415863,96.35761260986328,182,
0.0005,366,,,,
,367,0.1266118735074997,96.0264892578125,183,
0.0005,368,,,,
,369,0.1332617551088333,96.0264892578125,184,
0.0005,370,,,,
,371,0.13331174850463867,95.69536590576172,185,
0.0005,372,,,,
,373,0.12778402864933014,95.69536590576172,186,
0.0005,374,,,,
,375,0.12672515213489532,95.69536590576172,187,
